OPERADORA,ESTADO,Q5,Q7,Q7a,Q8,J1,B1_1,B1_2,C1_1,C1_2,C1_3,D1_1,D1_2,A1_1,A2_1,A2_2,A2_3,A3,E7,E8,F3,F4_1,F4_2,F4_3,G2_1,G2_2,G2_3,H1,H2,H2a,PESO,Operadoras,Estados,Churn
TIM,SP,2,59,8,1,7,8,8,7,6,7,7,8,1.0,8.0,8.0,9.0,9.0,1,8.0,1,9.0,10.0,10.0,2,1,2,2,999999,99,"1,501035493",7,24,0
TIM,SP,1,48,7,2,6,8,8,8,7,7,9,8,1.0,0.0,9.0,8.0,8.0,1,8.0,1,8.0,8.0,8.0,2,2,2,1,999998,2,"1,501035493",7,24,0
VIVO,AL,1,67,8,2,8,9,8,7,8,7,8,8,1.0,8.0,8.0,9.0,9.0,1,8.0,1,9.0,9.0,9.0,1,1,1,1,15000,5,"0,164269245",9,1,0
VIVO,AL,1,74,9,1,0,0,0,8,7,7,0,10,1.0,3.0,0.0,1.0,7.0,1,0.0,1,99.0,8.0,8.0,1,2,1,1,999998,4,"0,164269245",9,1,1
VIVO,AL,2,47,7,2,8,8,8,8,8,8,7,7,99,99,99,99,99,1,8.0,2,99,99,99,2,2,1,2,4000,2,"0,164269245",9,1,0
VIVO,BA,1,50,7,1,8,9,10,9,8,8,7,7,1.0,7.0,7.0,7.0,8.0,1,5.0,2,99,99,99,2,2,1,1,2500,2,"0,668020487",9,3,0
VIVO,DF,2,20,3,1,6,6,7,6,5,8,6,8,1.0,5.0,5.0,9.0,8.0,1,7.0,1,7.0,7.0,7.0,2,2,1,1,1042,1,"0,860180898",9,5,0
VIVO,DF,1,26,4,1,10,10,10,10,10,10,10,10,1.0,8.0,10.0,8.0,8.0,2,99,2,99,99,99,2,2,2,1,4000,2,"0,860180898",9,5,0
VIVO,MG,1,40,6,2,1,2,1,9,5,1,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,5000,3,"1,475334685",9,9,1
VIVO,PE,1,61,8,1,3,3,3,7,5,7,5,5,1.0,0.0,0.0,1.0,3.0,1,5.0,1,5.0,5.0,5.0,2,2,2,2,3500,2,"0,710561378",9,14,1
VIVO,RJ,1,32,5,2,8,8,8,8,9,10,7,9,1.0,8.0,7.0,9.0,8.0,2,99,2,99,99,99,2,1,2,2,999998,5,"1,225023816",9,17,0
VIVO,RJ,2,63,8,1,5,3,3,3,4,3,5,4,1.0,4.0,4.0,10.0,2.0,1,6.0,1,8.0,8.0,8.0,2,2,1,1,3000,2,"1,225023816",9,17,0
VIVO,SE,1,48,7,1,9,9,10,9,7,8,10,10,1.0,6.0,6.0,7.0,8.0,1,9.0,1,7.0,8.0,9.0,2,2,2,1,999998,3,"0,190393961",9,23,0
VIVO,SP,1,39,6,1,5,7,5,5,3,0,0,0,1.0,0.0,5.0,8.0,6.0,1,5.0,1,8.0,8.0,5.0,2,2,1,1,2000,1,"14,96133461",9,24,0
VIVO,SP,1,31,5,1,2,7,5,5,2,2,9,9,1.0,5.0,7.0,8.0,6.0,1,3.0,1,9.0,7.0,8.0,2,2,1,2,3000,2,"14,96133461",9,24,1
CLARO/NET,AC,1,41,7,2,8,8,8,8,7,8,7,99,1.0,5.0,7.0,8.0,7.0,1,8.0,2,99,99,99,2,1,2,2,999998,4,"0,076348118",2,0,0
CLARO/NET,AC,1,30,4,2,6,5,5,8,4,8,3,0,1.0,2.0,0.0,0.0,2.0,1,4.0,2,99,99,99,1,2,1,3,999998,5,"0,076348118",2,0,0
CLARO/NET,BA,1,44,7,2,7,8,8,4,3,4,6,6,1.0,8.0,7.0,8.0,8.0,1,6.0,2,99,99,99,1,1,1,2,999998,5,"0,511635463",2,3,0
CLARO/NET,DF,1,48,7,2,7,6,5,6,6,8,2,5,1.0,6.0,4.0,4.0,6.0,1,8.0,2,99,99,99,1,2,1,2,999998,1,"1,51406594",2,5,0
CLARO/NET,DF,1,56,8,1,9,5,6,8,7,7,7,6,1.0,6.0,5.0,8.0,9.0,1,8.0,1,9.0,10.0,10.0,1,2,1,2,5500,3,"1,51406594",2,5,0
CLARO/NET,GO,1,48,7,1,7,8,7,7,6,6,10,9,1.0,5.0,7.0,8.0,10.0,1,5.0,1,99.0,8.0,5.0,2,2,1,2,10000,4,"0,800542161",2,7,0
CLARO/NET,GO,2,74,9,1,8,8,7,7,8,7,8,8,1.0,6.0,8.0,9.0,8.0,2,99,2,99,99,99,1,1,1,2,999998,1,"0,800542161",2,7,0
CLARO/NET,MS,1,43,7,2,7,6,8,9,8,8,10,9,99,99,99,99,99,1,9.0,2,99,99,99,1,1,1,2,999998,2,"0,448520949",2,10,0
CLARO/NET,MS,1,24,3,2,8,7,8,8,9,7,7,7,99,99,99,99,99,2,99,2,99,99,99,2,2,2,4,999998,2,"0,448520949",2,10,0
CLARO/NET,MT,1,51,8,2,7,8,7,7,6,8,7,8,1.0,7.0,7.0,7.0,7.0,1,6.0,2,99,99,99,2,2,1,2,5000,3,"0,331975794",2,11,0
CLARO/NET,MT,1,45,7,2,8,8,5,6,8,8,10,10,1.0,8.0,6.0,8.0,8.0,1,8.0,1,8.0,10.0,8.0,2,1,1,4,999998,2,"0,331975794",2,11,0
CLARO/NET,RN,1,33,5,2,8,10,10,7,8,5,10,9,1.0,6.0,8.0,9.0,9.0,2,99,2,99,99,99,1,2,2,2,9000,4,"0,333738666",2,18,0
CLARO/NET,RN,1,52,8,2,8,8,7,8,8,7,8,8,99,99,99,99,99,2,99,2,99,99,99,2,2,2,3,3000,2,"0,333738666",2,18,0
ALGAR,GO,1,27,4,1,3,3,2,3,0,6,10,10,1.0,10.0,5.0,5.0,9.0,1,2.0,1,2.0,2.0,5.0,2,2,1,1,2000,1,"0,082942386",0,7,1
ALGAR,GO,1,23,3,1,10,10,10,10,10,10,9,10,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,999998,2,"0,082942386",0,7,0
ALGAR,GO,1,61,8,1,5,7,5,3,2,3,8,7,1.0,5.0,7.0,7.0,7.0,1,7.0,1,8.0,8.0,5.0,2,1,1,2,3000,2,"0,082942386",0,7,0
ALGAR,GO,1,58,8,2,6,6,4,4,8,2,10,10,1.0,8.0,5.0,4.0,5.0,1,4.0,2,99,99,99,2,2,1,4,999998,99,"0,082942386",0,7,0
ALGAR,MG,1,47,7,2,5,9,10,10,10,10,9,9,1.0,7.0,6.0,10.0,10.0,2,99,2,99,99,99,2,2,1,2,3000,2,"1,720490595",0,9,0
BRISANET,PE,1,23,3,2,10,10,10,10,10,10,0,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,3,999998,2,"0,153672687",1,14,0
HUGHES,SP,1,44,7,1,8,10,10,8,7,8,9,10,1.0,9.0,10.0,9.0,10.0,1,8.0,2,99,99,99,2,2,2,3,3000,2,"0,106652325",3,24,0
OI,AL,1,65,8,2,3,4,3,3,3,3,8,8,1.0,10.0,2.0,6.0,8.0,1,7.0,1,6.0,6.0,8.0,1,1,1,2,999998,99,"0,083964386",4,1,1
OI,AM,1,31,5,1,7,7,8,6,6,6,7,7,1.0,10.0,7.0,8.0,8.0,1,5.0,1,7.0,7.0,8.0,2,2,1,2,999998,1,"0,087477352",4,2,0
OI,BA,1,60,8,1,7,7,7,7,5,6,5,5,1.0,5.0,7.0,7.0,7.0,1,5.0,1,8.0,8.0,8.0,2,1,1,2,3000,2,"0,859429588",4,3,0
OI,DF,1,62,8,1,7,8,7,6,6,5,10,10,1.0,9.0,10.0,10.0,8.0,2,99,2,99,99,99,2,1,1,2,15000,5,"0,437668628",4,5,0
OI,DF,2,47,7,1,2,1,2,3,4,2,2,4,1.0,3.0,4.0,9.0,2.0,1,4.0,1,99.0,5.0,5.0,1,1,1,2,999998,5,"0,437668628",4,5,1
OI,DF,2,49,7,1,10,0,10,10,0,0,10,10,99,99,99,99,99,1,10.0,1,10.0,10.0,10.0,2,2,1,3,3000,2,"0,437668628",4,5,0
OI,DF,1,32,5,1,1,1,1,0,0,0,0,0,1.0,0.0,0.0,2.0,2.0,1,0.0,1,5.0,5.0,0.0,2,1,1,2,60000,5,"0,437668628",4,5,1
OI,ES,1,40,6,2,8,7,7,8,6,7,7,5,1.0,6.0,8.0,7.0,7.0,1,8.0,1,8.0,8.0,8.0,2,2,1,2,3000,2,"0,514795598",4,6,0
OI,GO,1,20,3,2,7,8,5,6,5,5,6,7,1.0,5.0,6.0,5.0,7.0,1,6.0,2,99,99,99,2,1,1,5,9000,4,"1,21207721",4,7,0
OI,GO,2,47,7,1,4,5,5,6,6,5,5,6,1.0,2.0,2.0,6.0,2.0,2,99,2,99,99,99,2,2,1,2,999998,99,"1,21207721",4,7,0
OI,GO,1,42,7,1,0,0,0,0,0,0,10,10,99,99,99,99,99,1,0.0,1,10.0,10.0,0.0,2,1,1,2,999998,1,"1,21207721",4,7,1
OI,MS,2,30,4,1,9,7,8,8,8,8,6,6,1.0,0.0,0.0,7.0,7.0,1,9.0,1,9.0,10.0,10.0,2,2,1,2,999998,2,"0,515743188",4,10,0
OI,MS,1,39,6,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,2,99,99,99,2,2,1,4,1500,1,"0,515743188",4,10,1
OI,MS,1,43,7,1,10,10,10,9,8,7,10,5,1.0,5.0,7.0,10.0,10.0,1,10.0,1,9.0,10.0,10.0,2,2,1,1,2100,2,"0,515743188",4,10,0
OI,MS,1,26,4,1,5,6,6,1,2,3,5,8,1.0,1.0,5.0,6.0,6.0,1,5.0,1,8.0,6.0,2.0,2,1,1,2,999998,1,"0,515743188",4,10,0
OI,MS,1,23,3,1,10,10,10,10,0,10,10,10,1.0,0.0,0.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,1,2,1,4,5000,3,"0,515743188",4,10,0
OI,MS,1,28,4,2,7,8,6,6,6,8,7,9,1.0,7.0,8.0,7.0,7.0,1,8.0,2,99,99,99,2,2,1,3,3500,2,"0,515743188",4,10,0
OI,MS,1,52,8,1,5,6,4,5,3,4,6,6,1.0,4.0,3.0,4.0,5.0,1,7.0,1,6.0,8.0,7.0,2,2,1,2,5000,3,"0,515743188",4,10,0
OI,MS,2,43,7,1,5,4,2,7,5,6,5,10,1.0,0.0,5.0,8.0,8.0,1,8.0,1,8.0,9.0,9.0,2,1,1,1,999998,1,"0,515743188",4,10,0
OI,MT,1,45,7,1,5,5,5,5,4,4,7,6,1.0,6.0,4.0,5.0,5.0,2,99,2,99,99,99,2,2,2,2,5000,3,"0,539319816",4,11,0
OI,RJ,1,29,4,1,4,5,4,6,6,4,10,8,1.0,6.0,0.0,8.0,8.0,2,99,1,8.0,8.0,7.0,2,2,1,1,1000,1,"3,133992759",4,17,0
OI,RJ,1,18,3,2,6,8,8,4,3,4,8,9,99,99,99,99,99,1,5.0,1,7.0,6.0,5.0,1,2,1,3,4000,2,"3,133992759",4,17,0
OI,RN,2,52,8,2,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,2,99,99,99,1,1,1,2,5000,3,"0,093547923",4,18,0
OI,RN,1,40,6,2,2,7,7,5,5,5,10,8,1.0,9.0,9.0,9.0,9.0,1,5.0,1,8.0,10.0,5.0,2,1,1,3,5000,3,"0,093547923",4,18,1
OI,RN,1,40,6,1,0,10,10,10,10,10,10,10,1.0,0.0,0.0,10.0,10.0,1,0.0,1,10.0,10.0,10.0,1,1,1,2,3500,2,"0,093547923",4,18,1
OI,RR,1,64,8,1,7,7,7,7,7,7,7,7,99,99,99,99,99,2,99,1,8.0,8.0,8.0,2,2,1,4,5000,3,"0,084349574",4,20,0
OI,SE,1,55,8,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,2,2,1,3,3500,2,"0,115610301",4,23,1
SKY,MT,1,31,5,2,1,2,1,2,0,0,0,0,1.0,5.0,0.0,3.0,2.0,2,99,2,99,99,99,2,2,2,5,999999,99,"0,0548337",6,11,1
TIM,AM,1,39,6,1,8,10,0,10,10,0,10,10,1.0,10.0,0.0,10.0,10.0,1,0.0,1,0.0,0.0,0.0,2,2,2,2,999998,2,"0,088639026",7,2,0
TIM,BA,1,49,7,1,6,7,7,8,9,7,10,8,1.0,8.0,5.0,8.0,9.0,1,7.0,1,8.0,7.0,8.0,2,2,1,2,999998,3,"0,148083294",7,3,0
TIM,GO,2,25,4,1,10,10,10,8,8,8,10,10,99,99,99,99,99,2,99,2,99,99,99,1,2,2,99,999998,99,"0,239904845",7,7,0
TIM,GO,1,37,6,2,5,8,8,5,3,6,8,8,1.0,8.0,8.0,8.0,8.0,1,8.0,1,8.0,8.0,8.0,2,2,1,2,5000,3,"0,239904845",7,7,0
VIVO,BA,1,45,7,2,7,8,8,8,8,8,6,7,99,99,99,99,99,2,99,2,99,99,99,1,2,1,1,6000,3,"0,668020487",9,3,0
VIVO,CE,1,54,8,1,8,7,8,6,6,5,7,8,1.0,6.0,8.0,10.0,10.0,1,8.0,1,10.0,10.0,10.0,2,2,1,2,2400,2,"0,665984413",9,4,0
VIVO,CE,1,50,7,2,10,8,10,10,10,10,8,8,1.0,2.0,2.0,0.0,2.0,1,8.0,1,7.0,10.0,10.0,1,1,1,1,15000,5,"0,665984413",9,4,0
VIVO,DF,2,45,7,2,8,7,7,7,7,8,7,9,99,99,99,99,99,1,7.0,2,99,99,99,1,1,2,3,20000,5,"0,860180898",9,5,0
VIVO,DF,1,42,7,1,0,3,0,4,4,0,4,4,1.0,3.0,2.0,7.0,6.0,1,3.0,1,4.0,4.0,4.0,2,2,1,1,999998,99,"0,860180898",9,5,1
VIVO,GO,1,39,6,1,5,8,7,4,3,3,7,8,1.0,7.0,8.0,7.0,8.0,1,4.0,1,8.0,8.0,7.0,1,2,1,1,6000,3,"0,791468434",9,7,0
VIVO,GO,2,32,5,1,5,7,5,7,5,5,7,5,1.0,4.0,5.0,7.0,5.0,1,7.0,1,6.0,6.0,7.0,2,2,1,1,999998,99,"0,791468434",9,7,0
VIVO,MS,2,26,4,2,8,9,8,10,8,7,8,10,1.0,9.0,8.0,9.0,9.0,2,99,2,99,99,99,2,2,1,2,3000,2,"0,394052503",9,10,0
VIVO,MS,1,34,5,2,5,7,5,3,2,3,3,5,99,99,99,99,99,1,3.0,1,3.0,2.0,3.0,2,2,1,2,999998,1,"0,394052503",9,10,0
VIVO,MT,1,18,3,2,5,3,6,5,2,8,2,5,1.0,8.0,5.0,8.0,8.0,1,4.0,1,5.0,10.0,8.0,2,1,1,1,2000,1,"0,194836628",9,11,0
VIVO,PE,1,44,7,2,7,7,10,8,8,8,10,7,1.0,8.0,8.0,9.0,9.0,1,10.0,1,9.0,10.0,10.0,2,2,1,2,4000,2,"0,710561378",9,14,0
VIVO,SE,1,34,5,1,5,4,7,8,8,5,5,7,1.0,3.0,5.0,7.0,5.0,1,0.0,1,8.0,8.0,0.0,2,1,1,1,1500,1,"0,190393961",9,23,0
CLARO/NET,BA,1,60,8,1,7,8,6,7,7,7,9,9,1.0,4.0,7.0,7.0,7.0,1,7.0,1,9.0,9.0,9.0,1,2,1,5,999998,99,"0,511635463",2,3,0
CLARO/NET,MG,1,40,6,2,3,4,4,3,5,4,10,10,99,99,99,99,99,2,99,1,3.0,2.0,3.0,1,1,1,2,32000,5,"2,41303017",2,9,1
CLARO/NET,MT,1,33,5,1,7,8,7,6,6,6,10,8,1.0,7.0,7.0,8.0,8.0,1,7.0,1,9.0,10.0,9.0,2,2,2,2,10000,4,"0,331975794",2,11,0
CLARO/NET,RO,2,39,6,1,1,10,0,1,0,3,8,8,1.0,6.0,2.0,8.0,9.0,1,3.0,1,0.0,2.0,0.0,2,1,1,1,5000,3,"0,071185672",2,19,1
ALGAR,GO,1,70,8,1,8,7,8,9,6,6,7,7,99,99,99,99,99,2,99,2,99,99,99,2,2,2,1,1045,1,"0,082942386",0,7,0
ALGAR,GO,1,40,6,1,5,7,5,5,5,5,5,7,1.0,3.0,5.0,6.0,5.0,2,99,2,99,99,99,2,2,1,2,999998,5,"0,082942386",0,7,0
ALGAR,SP,1,38,6,2,7,7,7,8,10,7,10,10,1.0,9.0,7.0,10.0,9.0,2,99,2,99,99,99,2,2,1,1,3000,2,"0,385319884",0,24,0
OI,AM,1,38,6,1,5,6,5,4,0,5,3,8,99,99,99,99,99,1,0.0,1,4.0,2.0,3.0,1,2,1,2,2300,2,"0,087477352",4,2,0
OI,ES,2,33,5,1,8,10,10,10,8,8,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,2,1,1,999998,1,"0,514795598",4,6,0
OI,MS,2,25,4,2,7,8,6,6,7,5,6,7,99,99,99,99,99,1,8.0,2,99,99,99,1,2,1,3,7000,4,"0,515743188",4,10,0
OI,MT,1,40,6,2,8,10,8,7,7,10,5,10,1.0,5.0,10.0,10.0,10.0,1,7.0,2,99,99,99,1,1,1,2,5000,3,"0,539319816",4,11,0
OI,PB,1,49,7,2,9,5,8,6,10,9,4,0,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,3500,2,"0,096240501",4,13,0
OI,PE,1,60,8,2,7,5,5,7,7,6,4,6,1.0,3.0,3.0,7.0,6.0,1,7.0,1,7.0,8.0,8.0,2,2,1,1,5000,3,"0,259755499",4,14,0
OI,PE,1,68,8,1,8,10,8,9,9,9,9,10,1.0,9.0,9.0,10.0,10.0,1,9.0,1,9.0,9.0,9.0,1,1,1,1,999998,1,"0,259755499",4,14,0
OI,RR,1,67,8,1,5,10,10,5,5,5,10,10,1.0,10.0,10.0,10.0,10.0,2,99,2,99,99,99,2,1,1,1,999998,5,"0,084349574",4,20,0
SKY,AM,1,75,9,1,7,5,8,5,4,6,5,7,1.0,8.0,8.0,8.0,8.0,2,99,2,99,99,99,2,2,2,1,1000,1,"0,133954269",6,2,0
TIM,BA,1,43,7,2,7,10,7,9,6,7,10,10,1.0,9.0,8.0,8.0,9.0,1,8.0,1,8.0,9.0,10.0,1,2,1,2,20000,5,"0,148083294",7,3,0
VIVO,DF,1,31,5,2,5,6,3,7,7,7,5,5,1.0,3.0,5.0,5.0,5.0,1,5.0,2,99,99,99,2,2,2,2,2500,2,"0,860180898",9,5,0
VIVO,GO,1,51,8,2,4,2,1,2,1,1,1,0,1.0,0.0,1.0,1.0,1.0,1,2.0,1,0.0,0.0,0.0,2,2,1,1,2000,1,"0,791468434",9,7,0
CLARO/NET,AM,1,29,4,1,6,9,6,6,4,6,7,9,1.0,6.0,8.0,8.0,8.0,1,6.0,1,9.0,8.0,7.0,1,2,2,2,17000,5,"0,835665362",2,2,0
CLARO/NET,RS,1,33,5,1,5,6,6,4,3,4,7,7,1.0,2.0,5.0,6.0,6.0,2,99,1,8.0,8.0,7.0,1,2,1,2,20000,5,"2,903910715",2,21,0
HUGHES,PR,1,34,5,1,4,6,3,2,1,3,6,9,1.0,2.0,0.0,8.0,5.0,1,2.0,1,0.0,0.0,2.0,2,2,2,3,15000,5,"0,06671216",3,16,0
OI,AM,1,56,8,2,1,2,2,8,0,5,5,5,1.0,3.0,5.0,8.0,1.0,1,5.0,1,7.0,8.0,7.0,2,1,1,1,2500,2,"0,087477352",4,2,1
OI,MS,1,64,8,1,8,9,10,10,9,9,10,9,1.0,8.0,10.0,9.0,10.0,2,99,1,10.0,10.0,10.0,2,1,1,3,2000,1,"0,515743188",4,10,0
OI,MS,2,34,5,1,5,8,4,5,4,5,9,9,1.0,4.0,5.0,7.0,8.0,1,4.0,1,10.0,10.0,8.0,2,2,1,2,3500,2,"0,515743188",4,10,0
OI,PE,1,52,8,1,0,0,0,0,0,0,0,0,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,1,1,4,2000,1,"0,259755499",4,14,1
SERCOMTEL,PR,1,63,8,1,7,8,8,7,7,7,10,10,1.0,8.0,99.0,8.0,8.0,2,99,2,99,99,99,2,2,1,1,999998,1,"0,302190147",5,16,0
SERCOMTEL,PR,1,46,7,2,5,6,9,7,7,5,9,8,1.0,7.0,5.0,9.0,8.0,1,9.0,2,99,99,99,2,2,2,2,4000,2,"0,302190147",5,16,0
SERCOMTEL,PR,1,47,7,1,8,7,6,8,6,8,9,6,1.0,7.0,5.0,7.0,8.0,1,5.0,2,99,99,99,2,2,1,2,999998,1,"0,302190147",5,16,0
SERCOMTEL,PR,1,58,8,1,10,10,10,10,10,8,10,10,1.0,10.0,99.0,10.0,10.0,2,99,2,99,99,99,2,2,1,2,2000,1,"0,302190147",5,16,0
SERCOMTEL,PR,1,46,7,1,2,2,2,1,1,1,9,9,1.0,9.0,9.0,9.0,9.0,1,9.0,1,9.0,9.0,9.0,2,1,1,2,999998,2,"0,302190147",5,16,1
SERCOMTEL,PR,2,31,5,2,6,10,8,7,5,5,10,10,1.0,10.0,10.0,9.0,9.0,1,8.0,1,10.0,10.0,10.0,2,2,1,2,999998,2,"0,302190147",5,16,0
SERCOMTEL,PR,1,29,4,1,10,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,4,1700,1,"0,302190147",5,16,0
SERCOMTEL,PR,1,54,8,1,8,7,8,6,7,6,7,8,1.0,8.0,9.0,9.0,8.0,1,9.0,1,9.0,9.0,9.0,2,2,1,2,2500,2,"0,302190147",5,16,0
SERCOMTEL,PR,2,28,4,2,7,8,7,7,7,8,10,10,99,99,99,99,99,1,8.0,2,99,99,99,2,2,1,3,10000,4,"0,302190147",5,16,0
SERCOMTEL,PR,1,51,8,1,9,8,10,9,8,10,10,10,1.0,10.0,1.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,2,2,1,2,5000,3,"0,302190147",5,16,0
SERCOMTEL,PR,1,73,9,1,8,9,8,9,9,9,8,7,1.0,9.0,9.0,9.0,9.0,1,9.0,1,9.0,9.0,9.0,2,2,1,3,999998,99,"0,302190147",5,16,0
SERCOMTEL,PR,2,19,3,2,6,6,7,9,9,4,4,6,1.0,8.0,7.0,7.0,6.0,1,8.0,2,99,99,99,2,2,1,1,3000,2,"0,302190147",5,16,0
SERCOMTEL,PR,2,27,4,1,5,5,3,5,5,3,9,9,99,99,99,99,99,1,5.0,2,99,99,99,2,2,1,2,999998,1,"0,302190147",5,16,0
SERCOMTEL,PR,1,52,8,2,5,5,5,6,5,5,6,5,1.0,6.0,8.0,8.0,7.0,1,6.0,2,99,99,99,2,2,1,2,5000,3,"0,302190147",5,16,0
SERCOMTEL,PR,1,43,7,2,8,8,7,10,10,10,5,10,1.0,5.0,10.0,10.0,8.0,2,99,2,99,99,99,2,2,1,2,4000,2,"0,302190147",5,16,0
SERCOMTEL,PR,1,68,8,2,7,10,9,10,8,9,10,10,1.0,8.0,9.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,2,2,1,2,2500,2,"0,302190147",5,16,0
SKY,MG,1,62,8,1,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,2,99,99,99,2,2,2,1,1040,1,"0,105366518",6,9,0
SKY,PA,1,53,8,1,9,10,10,10,8,7,10,10,1.0,7.0,10.0,8.0,10.0,2,99,2,99,99,99,2,2,2,3,999998,1,"0,123385668",6,12,0
TIM,SP,2,65,8,2,6,5,5,5,5,5,10,10,1.0,5.0,7.0,6.0,8.0,1,8.0,1,8.0,10.0,10.0,2,2,2,2,999998,99,"1,501035493",7,24,0
UNIFIQUE,SC,1,32,5,1,7,8,7,10,8,8,10,9,1.0,5.0,5.0,9.0,6.0,1,6.0,2,99,99,99,2,2,1,2,3000,2,"1,803466277",8,22,0
UNIFIQUE,SC,1,60,8,1,10,9,8,8,8,8,8,8,99,99,99,99,99,2,99,2,99,99,99,2,1,2,1,999998,99,"1,803466277",8,22,0
UNIFIQUE,SC,1,38,6,2,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,1,1,2,7000,4,"1,803466277",8,22,0
UNIFIQUE,SC,2,74,9,1,6,10,10,6,6,10,10,10,99,99,99,99,99,1,10.0,2,99,99,99,2,1,2,2,999998,2,"1,803466277",8,22,0
UNIFIQUE,SC,2,28,4,2,8,9,8,9,9,9,10,10,1.0,9.0,8.0,9.0,9.0,2,99,2,99,99,99,2,1,1,4,999999,99,"1,803466277",8,22,0
VIVO,ES,2,32,5,2,6,7,7,6,4,6,5,3,1.0,6.0,6.0,8.0,6.0,2,99,2,99,99,99,2,1,1,2,5000,3,"0,675667667",9,6,0
VIVO,GO,1,36,6,1,5,3,0,4,5,3,9,8,1.0,2.0,0.0,8.0,5.0,1,2.0,1,5.0,2.0,6.0,1,2,1,2,3000,2,"0,791468434",9,7,0
VIVO,PE,1,50,7,1,8,9,9,10,9,10,10,10,99,99,99,99,99,1,10.0,2,99,99,99,2,2,1,1,1045,1,"0,710561378",9,14,0
VIVO,RJ,1,58,8,2,7,7,7,5,4,5,5,7,1.0,4.0,5.0,5.0,5.0,1,4.0,2,99,99,99,1,2,1,2,999998,99,"1,225023816",9,17,0
VIVO,RJ,2,24,3,1,5,0,5,5,0,9,0,5,1.0,0.0,5.0,10.0,10.0,1,0.0,1,5.0,5.0,5.0,2,2,2,2,5000,3,"1,225023816",9,17,0
VIVO,SC,1,64,8,2,0,5,5,1,0,1,4,5,1.0,5.0,5.0,6.0,8.0,1,2.0,1,8.0,10.0,6.0,2,2,1,1,999998,5,"1,124866094",9,22,1
CLARO/NET,AC,1,58,8,1,10,8,10,10,10,10,10,10,1.0,8.0,8.0,9.0,5.0,2,99,1,8.0,8.0,8.0,2,2,2,99,1500,1,"0,076348118",2,0,0
CLARO/NET,AC,1,66,8,2,0,0,0,0,0,0,5,5,1.0,0.0,0.0,0.0,0.0,1,0.0,2,99,99,99,1,1,2,1,17889,5,"0,076348118",2,0,1
CLARO/NET,AC,1,26,4,1,8,10,9,8,8,9,10,10,1.0,10.0,8.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,2,2,2,1,2000,1,"0,076348118",2,0,0
CLARO/NET,AL,1,30,4,1,7,5,5,10,9,6,9,8,1.0,6.0,6.0,7.0,7.0,1,8.0,2,99,99,99,1,2,1,2,15000,5,"0,343029426",2,1,0
CLARO/NET,AL,1,65,8,2,6,7,6,6,5,6,6,7,1.0,7.0,7.0,8.0,7.0,1,6.0,1,6.0,7.0,7.0,1,1,1,2,20000,5,"0,343029426",2,1,0
CLARO/NET,BA,2,33,5,1,3,8,5,8,1,7,10,10,1.0,9.0,9.0,9.0,9.0,1,5.0,2,99,99,99,2,2,1,4,20000,5,"0,511635463",2,3,1
CLARO/NET,CE,1,37,6,2,7,8,8,7,7,7,6,6,1.0,6.0,6.0,7.0,7.0,1,8.0,2,99,99,99,1,2,1,2,8000,4,"0,33047842",2,4,0
CLARO/NET,DF,2,35,5,1,6,4,3,7,7,7,6,5,1.0,0.0,0.0,1.0,0.0,1,5.0,1,8.0,9.0,5.0,1,2,2,1,6600,4,"1,51406594",2,5,0
CLARO/NET,MA,2,30,4,2,7,7,5,6,5,4,5,5,1.0,5.0,5.0,5.0,6.0,1,5.0,2,99,99,99,2,2,1,1,999999,99,"0,30203225",2,8,0
CLARO/NET,MG,1,48,7,2,7,7,8,8,8,8,9,8,1.0,5.0,7.0,7.0,9.0,1,8.0,2,99,99,99,1,1,1,1,1500,1,"2,41303017",2,9,0
CLARO/NET,PE,1,62,8,2,8,8,10,10,10,8,8,8,1.0,9.0,8.0,8.0,8.0,2,99,2,99,99,99,1,1,1,1,5000,3,"0,454021016",2,14,0
CLARO/NET,PR,1,44,7,2,6,8,7,7,7,6,7,7,1.0,4.0,4.0,6.0,5.0,2,99,2,99,99,99,1,1,1,1,6000,3,"2,176868465",2,16,0
